Similarity_threshold,Similarity,baseline_affected,parameter_count,baseline_all
54.6,0.48,0.0,75.0,0.5997
54.7,0.48,0.0,75.0,0.5997
54.8,0.48,0.0,75.0,0.5997
54.9,0.48,0.0,75.0,0.5997
55.0,0.48,0.0,75.0,0.5997
55.1,0.48,0.0,75.0,0.5997
55.2,0.48,0.0,75.0,0.5997
55.3,0.48,0.0,75.0,0.5997
55.4,0.48,0.0,75.0,0.5997
55.5,0.48,0.0,75.0,0.5997
55.6,0.48,0.0,75.0,0.5997
55.7,0.48,0.0,75.0,0.5997
55.8,0.48,0.0,75.0,0.5997
55.9,0.48,0.0,75.0,0.5997
56.0,0.48,0.0,75.0,0.5997
56.1,0.48,0.0,75.0,0.5997
56.2,0.48,0.0,75.0,0.5997
56.3,0.48,0.0,75.0,0.5997
56.4,0.48,0.0,75.0,0.5997
56.5,0.48,0.0,75.0,0.5997
56.6,0.48,0.0,75.0,0.5997
56.7,0.48,0.0,75.0,0.5997
56.8,0.48,0.0,75.0,0.5997
56.9,0.48,0.0,75.0,0.5997
57.0,0.48,0.0,75.0,0.5997
57.1,0.48,0.0,75.0,0.5997
57.2,0.48,0.0,75.0,0.5997
57.3,0.48,0.0,75.0,0.5997
57.4,0.48,0.0,75.0,0.5997
57.5,0.48,0.0,75.0,0.5997
57.6,0.48,0.0,75.0,0.5997
57.7,0.48,0.0,75.0,0.5997
57.8,0.48,0.0,75.0,0.5997
57.9,0.48,0.0,75.0,0.5997
58.0,0.48,0.0,75.0,0.5997
58.1,0.48,0.0,75.0,0.5997
58.2,0.48,0.0,75.0,0.5997
58.3,0.48,0.0,75.0,0.5997
58.4,0.48,0.0,75.0,0.5997
58.5,0.48,0.0,75.0,0.5997
58.6,0.48,0.0,75.0,0.5997
58.7,0.48,0.0,75.0,0.5997
58.8,0.48,0.0,75.0,0.5997
58.9,0.48,0.0,75.0,0.5997
59.0,0.48,0.0,75.0,0.5997
59.1,0.48,0.0,75.0,0.5997
59.2,0.48,0.0,75.0,0.5997
59.3,0.48,0.0,75.0,0.5997
59.4,0.48,0.0,75.0,0.5997
59.5,0.48,0.0,75.0,0.5997
59.6,0.48,0.0,75.0,0.5997
59.7,0.48,0.0,75.0,0.5997
59.8,0.48,0.0,75.0,0.5997
59.9,0.48,0.0,75.0,0.5997
60.0,0.48,0.0,75.0,0.5997
60.1,0.48,0.0,75.0,0.5997
60.2,0.48,0.0,75.0,0.5997
60.3,0.48,0.0,75.0,0.5997
60.4,0.48,0.0,75.0,0.5997
60.5,0.48,0.0,75.0,0.5997
60.6,0.48,0.0,75.0,0.5997
60.7,0.48,0.0,75.0,0.5997
60.8,0.48,0.0,75.0,0.5997
60.9,0.48,0.0,75.0,0.5997
61.0,0.48,0.0,75.0,0.5997
61.1,0.48,0.0,75.0,0.5997
61.2,0.48,0.0,75.0,0.5997
61.3,0.48,0.0,75.0,0.5997
61.4,0.48,0.0,75.0,0.5997
61.5,0.48,0.0,75.0,0.5997
61.6,0.48,0.0,75.0,0.5997
61.7,0.48,0.0,75.0,0.5997
61.8,0.48,0.0,75.0,0.5997
61.9,0.48,0.0,75.0,0.5997
62.0,0.48,0.0,75.0,0.5997
62.1,0.48,0.0,75.0,0.5997
62.2,0.48,0.0,75.0,0.5997
62.3,0.48,0.0,75.0,0.5997
62.4,0.48,0.0,75.0,0.5997
62.5,0.48,0.0,75.0,0.5997
62.6,0.48,0.0,75.0,0.5997
62.7,0.48,0.0,75.0,0.5997
62.8,0.48,0.0,75.0,0.5997
62.9,0.48,0.0,75.0,0.5997
63.0,0.48,0.0,75.0,0.5997
63.1,0.48,0.0,75.0,0.5997
63.2,0.48,0.0,75.0,0.5997
63.3,0.48,0.0,75.0,0.5997
63.4,0.48,0.0,75.0,0.5997
63.5,0.48,0.0,75.0,0.5997
63.6,0.48,0.0,75.0,0.5997
63.7,0.48,0.0,75.0,0.5997
63.8,0.48,0.0,75.0,0.5997
63.9,0.48,0.0,75.0,0.5997
64.0,0.48,0.0,75.0,0.5997
64.1,0.48,0.0,75.0,0.5997
64.2,0.48,0.0,75.0,0.5997
64.3,0.48,0.0,75.0,0.5997
64.4,0.48,0.0,75.0,0.5997
64.5,0.48,0.0,75.0,0.5997
64.6,0.48,0.0,75.0,0.5997
64.7,0.48,0.0,75.0,0.5997
64.8,0.48,0.0,75.0,0.5997
64.9,0.48,0.0,75.0,0.5997
65.0,0.48,0.0,75.0,0.5997
65.1,0.48,0.0,75.0,0.5997
65.2,0.48,0.0,75.0,0.5997
65.3,0.48,0.0,75.0,0.5997
65.4,0.48,0.0,75.0,0.5997
65.5,0.48,0.0,75.0,0.5997
65.6,0.48,0.0,75.0,0.5997
65.7,0.48,0.0,75.0,0.5997
65.8,0.48,0.0,75.0,0.5997
65.9,0.48,0.0,75.0,0.5997
66.0,0.48,0.0,75.0,0.5997
66.1,0.48,0.0,75.0,0.5997
66.2,0.48,0.0,75.0,0.5997
66.3,0.48,0.0,75.0,0.5997
66.4,0.48,0.0,75.0,0.5997
66.5,0.48,0.0,75.0,0.5997
66.6,0.48,0.0,75.0,0.5997
66.7,0.48,0.0,75.0,0.5997
66.8,0.48,0.0,75.0,0.5997
66.9,0.48,0.0,75.0,0.5997
67.0,0.48,0.0,75.0,0.5997
67.1,0.48,0.0,75.0,0.5997
67.2,0.48,0.0,75.0,0.5997
67.3,0.48,0.0,75.0,0.5997
67.4,0.48,0.0,75.0,0.5997
67.5,0.48,0.0,75.0,0.5997
67.6,0.48,0.0,75.0,0.5997
67.7,0.48,0.0,75.0,0.5997
67.8,0.48,0.0,75.0,0.5997
67.9,0.48,0.0,75.0,0.5997
68.0,0.48,0.0,75.0,0.5997
68.1,0.48,0.0,75.0,0.5997
68.2,0.48,0.0,75.0,0.5997
68.3,0.48,0.0,75.0,0.5997
68.4,0.48,0.0,75.0,0.5997
68.5,0.48,0.0,75.0,0.5997
68.6,0.48,0.0,75.0,0.5997
68.7,0.48,0.0,75.0,0.5997
68.8,0.48,0.0,75.0,0.5997
68.9,0.48,0.0,75.0,0.5997
69.0,0.48,0.0,75.0,0.5997
69.1,0.48,0.0,75.0,0.5997
69.2,0.48,0.0,75.0,0.5997
69.3,0.48,0.0,75.0,0.5997
69.4,0.48,0.0,75.0,0.5997
69.5,0.48,0.0,75.0,0.5997
69.6,0.48,0.0,75.0,0.5997
69.7,0.48,0.0,75.0,0.5997
69.8,0.48,0.0,75.0,0.5997
69.9,0.48,0.0,75.0,0.5997
70.0,0.48,0.0,75.0,0.5997
70.1,0.48,0.0,75.0,0.5997
70.2,0.48,0.0,75.0,0.5997
70.3,0.48,0.0,75.0,0.5997
70.4,0.48,0.0,75.0,0.5997
70.5,0.48,0.0,75.0,0.5997
70.6,0.48,0.0,75.0,0.5997
70.7,0.48,0.0,75.0,0.5997
70.8,0.48,0.0,75.0,0.5997
70.9,0.48,0.0,75.0,0.5997
71.0,0.48,0.0,75.0,0.5997
71.1,0.48,0.0,75.0,0.5997
71.2,0.48,0.0,75.0,0.5997
71.3,0.48,0.0,75.0,0.5997
71.4,0.48,0.0,75.0,0.5997
71.5,0.48,0.0,75.0,0.5997
71.6,0.48,0.0,75.0,0.5997
71.7,0.48,0.0,75.0,0.5997
71.8,0.48,0.0,75.0,0.5997
71.9,0.48,0.0,75.0,0.5997
72.0,0.48,0.0,75.0,0.5997
72.1,0.48,0.0,75.0,0.5997
72.2,0.48,0.0,75.0,0.5997
72.3,0.48,0.0,75.0,0.5997
72.4,0.48,0.0,75.0,0.5997
72.5,0.48,0.0,75.0,0.5997
72.6,0.48,0.0,75.0,0.5997
72.7,0.48,0.0,75.0,0.5997
72.8,0.48,0.0,75.0,0.5997
72.9,0.48,0.0,75.0,0.5997
73.0,0.48,0.0,75.0,0.5997
73.1,0.48,0.0,75.0,0.5997
73.2,0.48,0.0,75.0,0.5997
73.3,0.48,0.0,75.0,0.5997
73.4,0.48,0.0,75.0,0.5997
73.5,0.48,0.0,75.0,0.5997
73.6,0.48,0.0,75.0,0.5997
73.7,0.48,0.0,75.0,0.5997
73.8,0.48,0.0,75.0,0.5997
73.9,0.48,0.0,75.0,0.5997
74.0,0.48,0.0,75.0,0.5997
74.1,0.48,0.0,75.0,0.5997
74.2,0.48,0.0,75.0,0.5997
74.3,0.48,0.0,75.0,0.5997
74.4,0.48,0.0,75.0,0.5997
74.5,0.48,0.0,75.0,0.5997
74.6,0.48,0.0,75.0,0.5997
74.7,0.48,0.0,75.0,0.5997
74.8,0.48,0.0,75.0,0.5997
74.9,0.48,0.0,75.0,0.5997
75.0,0.48,0.0,75.0,0.5997
75.1,0.48,0.0,75.0,0.5997
75.2,0.48,0.0,75.0,0.5997
75.3,0.48,0.0,75.0,0.5997
75.4,0.48,0.0,75.0,0.5997
75.5,0.48,0.0,75.0,0.5997
75.6,0.48,0.0,75.0,0.5997
75.7,0.48,0.0,75.0,0.5997
75.8,0.48,0.0,75.0,0.5997
75.9,0.48,0.0,75.0,0.5997
76.0,0.48,0.0,75.0,0.5997
76.1,0.48,0.0,75.0,0.5997
76.2,0.48,0.0,75.0,0.5997
76.3,0.48,0.0,75.0,0.5997
76.4,0.48,0.0,75.0,0.5997
76.5,0.48,0.0,75.0,0.5997
76.6,0.48,0.0,75.0,0.5997
76.7,0.48,0.0,75.0,0.5997
76.8,0.48,0.0,75.0,0.5997
76.9,0.48,0.0,75.0,0.5997
77.0,0.48,0.0,75.0,0.5997
77.1,0.48,0.0,75.0,0.5997
77.2,0.48,0.0,75.0,0.5997
77.3,0.48,0.0,75.0,0.5997
77.4,0.48,0.0,75.0,0.5997
77.5,0.48,0.0,75.0,0.5997
77.6,0.48,0.0,75.0,0.5997
77.7,0.48,0.0,75.0,0.5997
77.8,0.48,0.0,75.0,0.5997
77.9,0.48,0.0,75.0,0.5997
78.0,0.48,0.0,75.0,0.5997
78.1,0.48,0.0,75.0,0.5997
78.2,0.48,0.0,75.0,0.5997
78.3,0.48,0.0,75.0,0.5997
78.4,0.48,0.0,75.0,0.5997
78.5,0.48,0.0,75.0,0.5997
78.6,0.48,0.0,75.0,0.5997
78.7,0.48,0.0,75.0,0.5997
78.8,0.48,0.0,75.0,0.5997
78.9,0.48,0.0,75.0,0.5997
79.0,0.48,0.0,75.0,0.5997
79.1,0.48,0.0,75.0,0.5997
79.2,0.48,0.0,75.0,0.5997
79.3,0.48,0.0,75.0,0.5997
79.4,0.48,0.0,75.0,0.5997
79.5,0.48,0.0,75.0,0.5997
79.6,0.48,0.0,75.0,0.5997
79.7,0.48,0.0,75.0,0.5997
79.8,0.48,0.0,75.0,0.5997
79.9,0.48,0.0,75.0,0.5997
80.0,0.48,0.0,75.0,0.5997
80.1,0.48,0.0,75.0,0.5997
80.2,0.48,0.0,75.0,0.5997
80.3,0.48,0.0,75.0,0.5997
80.4,0.48,0.0,75.0,0.5997
80.5,0.48,0.0,75.0,0.5997
80.6,0.48,0.0,75.0,0.5997
80.7,0.48,0.0,75.0,0.5997
80.8,0.48,0.0,75.0,0.5997
80.9,0.48,0.0,75.0,0.5997
81.0,0.48,0.0,75.0,0.5997
81.1,0.48,0.0,75.0,0.5997
81.2,0.48,0.0,75.0,0.5997
81.3,0.48,0.0,75.0,0.5997
81.4,0.48,0.0,75.0,0.5997
81.5,0.48,0.0,75.0,0.5997
81.6,0.48,0.0,75.0,0.5997
81.7,0.48,0.0,75.0,0.5997
81.8,0.48,0.0,75.0,0.5997
81.9,0.48,0.0,75.0,0.5997
82.0,0.48,0.0,75.0,0.5997
82.1,0.48,0.0,75.0,0.5997
82.2,0.48,0.0,75.0,0.5997
82.3,0.48,0.0,75.0,0.5997
82.4,0.48,0.0,75.0,0.5997
82.5,0.48,0.0,75.0,0.5997
82.6,0.48,0.0,75.0,0.5997
82.7,0.48,0.0,75.0,0.5997
82.8,0.48,0.0,75.0,0.5997
82.9,0.48,0.0,75.0,0.5997
83.0,0.48,0.0,75.0,0.5997
83.1,0.48,0.0,75.0,0.5997
83.2,0.48,0.0,75.0,0.5997
83.3,0.48,0.0,75.0,0.5997
83.4,0.48,0.0,75.0,0.5997
83.5,0.48,0.0,75.0,0.5997
83.6,0.48,0.0,75.0,0.5997
83.7,0.48,0.0,75.0,0.5997
83.8,0.48,0.0,75.0,0.5997
83.9,0.48,0.0,75.0,0.5997
84.0,0.48,0.0,75.0,0.5997
84.1,0.48,0.0,75.0,0.5997
84.2,0.48,0.0,75.0,0.5997
84.3,0.48,0.0,75.0,0.5997
84.4,0.48,0.0,75.0,0.5997
84.5,0.48,0.0,75.0,0.5997
84.6,0.48,0.0,75.0,0.5997
84.7,0.48,0.0,75.0,0.5997
84.8,0.48,0.0,75.0,0.5997
84.9,0.48,0.0,75.0,0.5997
85.0,0.48,0.0,75.0,0.5997
85.1,0.48,0.0,75.0,0.5997
85.2,0.48,0.0,75.0,0.5997
85.3,0.48,0.0,75.0,0.5997
85.4,0.48,0.0,75.0,0.5997
85.5,0.48,0.0,75.0,0.5997
85.6,0.48,0.0,75.0,0.5997
85.7,0.48,0.0,75.0,0.5997
85.8,0.48,0.0,75.0,0.5997
85.9,0.48,0.0,75.0,0.5997
86.0,0.48,0.0,75.0,0.5997
86.1,0.48,0.0,75.0,0.5997
86.2,0.48,0.0,75.0,0.5997
86.3,0.48,0.0,75.0,0.5997
86.4,0.48,0.0,75.0,0.5997
86.5,0.48,0.0,75.0,0.5997
86.6,0.48,0.0,75.0,0.5997
86.7,0.48,0.0,75.0,0.5997
86.8,0.48,0.0,75.0,0.5997
86.9,0.48,0.0,75.0,0.5997
87.0,0.48,0.0,75.0,0.5997
87.1,0.48,0.0,75.0,0.5997
87.2,0.48,0.0,75.0,0.5997
87.3,0.48,0.0,75.0,0.5997
87.4,0.48,0.0,75.0,0.5997
87.5,0.48,0.0,75.0,0.5997
87.6,0.48,0.0,75.0,0.5997
87.7,0.48,0.0,75.0,0.5997
87.8,0.48,0.0,75.0,0.5997
87.9,0.48,0.0,75.0,0.5997
88.0,0.48,0.0,75.0,0.5997
88.1,0.48,0.0,75.0,0.5997
88.2,0.48,0.0,75.0,0.5997
88.3,0.48,0.0,75.0,0.5997
88.4,0.48,0.0,75.0,0.5997
88.5,0.48,0.0,75.0,0.5997
88.6,0.48,0.0,75.0,0.5997
88.7,0.48,0.0,75.0,0.5997
88.8,0.48,0.0,75.0,0.5997
88.9,0.48,0.0,75.0,0.5997
89.0,0.48,0.0,75.0,0.5997
89.1,0.48,0.0,75.0,0.5997
89.2,0.48,0.0,75.0,0.5997
89.3,0.48,0.0,75.0,0.5997
89.4,0.48,0.0,75.0,0.5997
89.5,0.48,0.0,75.0,0.5997
89.6,0.48,0.0,75.0,0.5997
89.7,0.48,0.0,75.0,0.5997
89.8,0.48,0.0,75.0,0.5997
89.9,0.48,0.0,75.0,0.5997
90.0,0.48,0.0,75.0,0.5997
90.1,0.48,0.0,75.0,0.5997
90.2,0.48,0.0,75.0,0.5997
90.3,0.48,0.0,75.0,0.5997
90.4,0.48,0.0,75.0,0.5997
90.5,0.48,0.0,75.0,0.5997
90.6,0.48,0.0,75.0,0.5997
90.7,0.48,0.0,75.0,0.5997
90.8,0.48,0.0,75.0,0.5997
90.9,0.48,0.0,75.0,0.5997
91.0,0.48,0.0,75.0,0.5997
91.1,0.48,0.0,75.0,0.5997
91.2,0.48,0.0,75.0,0.5997
91.3,0.48,0.0,75.0,0.5997
91.4,0.48,0.0,75.0,0.5997
91.5,0.48,0.0,75.0,0.5997
91.6,0.48,0.0,75.0,0.5997
91.7,0.48,0.0,75.0,0.5997
91.8,0.48,0.0,75.0,0.5997
91.9,0.48,0.0,75.0,0.5997
92.0,0.48,0.0,75.0,0.5997
92.1,0.48,0.0,75.0,0.5997
92.2,0.48,0.0,75.0,0.5997
92.3,0.48,0.0,75.0,0.5997
92.4,0.48,0.0,75.0,0.5997
92.5,0.48,0.0,75.0,0.5997
92.6,0.48,0.0,75.0,0.5997
92.7,0.48,0.0,75.0,0.5997
92.8,0.48,0.0,75.0,0.5997
92.9,0.48,0.0,75.0,0.5997
93.0,0.48,0.0,75.0,0.5997
93.1,0.48,0.0,75.0,0.5997
93.2,0.48,0.0,75.0,0.5997
93.3,0.48,0.0,75.0,0.5997
93.4,0.48,0.0,75.0,0.5997
93.5,0.48,0.0,75.0,0.5997
93.6,0.48,0.0,75.0,0.5997
93.7,0.48,0.0,75.0,0.5997
93.8,0.48,0.0,75.0,0.5997
93.9,0.48,0.0,75.0,0.5997
94.0,0.48,0.0,75.0,0.5997
94.1,0.48,0.0,75.0,0.5997
94.2,0.48,0.0,75.0,0.5997
94.3,0.48,0.0,75.0,0.5997
94.4,0.48,0.0,75.0,0.5997
94.5,0.48,0.0,75.0,0.5997
94.6,0.48,0.0,75.0,0.5997
94.7,0.48,0.0,75.0,0.5997
94.8,0.48,0.0,75.0,0.5997
94.9,0.48,0.0,75.0,0.5997
95.0,0.48,0.0,75.0,0.5997
95.1,0.48,0.0,75.0,0.5997
95.2,0.48,0.0,75.0,0.5997
95.3,0.48,0.0,75.0,0.5997
95.4,0.48,0.0,75.0,0.5997
95.5,0.48,0.0,75.0,0.5997
95.6,0.48,0.0,75.0,0.5997
95.7,0.48,0.0,75.0,0.5997
95.8,0.48,0.0,75.0,0.5997
95.9,0.48,0.0,75.0,0.5997
96.0,0.48,0.0,75.0,0.5997
96.1,0.48,0.0,75.0,0.5997
96.2,0.48,0.0,75.0,0.5997
96.3,0.48,0.0,75.0,0.5997
96.4,0.48,0.0,75.0,0.5997
96.5,0.48,0.0,75.0,0.5997
96.6,0.48,0.0,75.0,0.5997
96.7,0.48,0.0,75.0,0.5997
96.8,0.48,0.0,75.0,0.5997
96.9,0.48,0.0,75.0,0.5997
97.0,0.48,0.0,75.0,0.5997
97.1,0.48,0.0,75.0,0.5997
97.2,0.48,0.0,75.0,0.5997
97.3,0.48,0.0,75.0,0.5997
97.4,0.48,0.0,75.0,0.5997
97.5,0.48,0.0,75.0,0.5997
97.6,0.48,0.0,75.0,0.5997
97.7,0.48,0.0,75.0,0.5997
97.8,0.48,0.0,75.0,0.5997
97.9,0.48,0.0,75.0,0.5997
98.0,0.48,0.0,75.0,0.5997
98.1,0.48,0.0,75.0,0.5997
98.2,0.48,0.0,75.0,0.5997
98.3,0.48,0.0,75.0,0.5997
98.4,0.48,0.0,75.0,0.5997
98.5,0.48,0.0,75.0,0.5997
98.6,0.48,0.0,75.0,0.5997
98.7,0.48,0.0,75.0,0.5997
98.8,0.48,0.0,75.0,0.5997
98.9,0.48,0.0,75.0,0.5997
99.0,0.48,0.0,75.0,0.5997
99.1,0.48,0.0,75.0,0.5997
99.2,0.48,0.0,75.0,0.5997
99.3,0.48,0.0,75.0,0.5997
99.4,0.48,0.0,75.0,0.5997
99.5,0.48,0.0,75.0,0.5997
99.6,0.48,0.0,75.0,0.5997
99.7,0.48,0.0,75.0,0.5997
99.8,0.48,0.0,75.0,0.5997
99.9,0.48,0.0,75.0,0.5997
